Jacinto Koch,93,66,68,76,95,90,74,83,70,55,80,65,66,77,85,93,81,56
Jewel Klocko,83,59,56,98,88,74,70,85,81,85,83,66,69,80,56,86,97,55
Isabell Koss,93,91,57,99,76,59,84,55,81,93,77,80,67,96,67,81,89,94
Dillan Rippin,64,67,78,57,64,85,55,73,75,65,85,80,93,55,91,81,88,93
Leta Pacocha,66,98,92,96,68,93,76,94,78,76,84,60,88,67,88,74,56,96
Eleonore Tromp,86,90,78,74,72,65,98,80,75,80,88,91,58,97,94,66,81,70
Cristopher Nitzsche,68,77,67,60,68,99,64,59,88,55,90,59,89,86,100,91,79,76
Amparo Rempel,75,89,63,56,67,55,55,55,85,62,100,68,72,67,80,81,94,91
Kaylah Monahan,84,85,97,56,79,93,91,94,92,67,95,73,78,87,61,56,89,62
Augustus Spencer,99,63,88,67,77,59,99,84,97,67,72,57,99,70,65,57,99,99
Melyna Schroeder,87,92,78,70,80,59,96,71,92,96,59,85,70,80,64,91,56,71
Jasper Grady,81,69,59,97,60,85,81,83,87,66,90,74,57,92,66,83,61,81
Rosamond Mante,90,97,89,89,57,68,62,74,60,65,95,58,87,94,64,79,97,98
Ivy Hermann,63,86,60,71,94,86,68,96,68,63,66,98,63,81,67,81,89,62
Kieran Graham,99,57,85,55,56,58,66,95,78,79,71,66,65,66,80,71,74,92
Sanford Stamm,60,77,94,90,81,61,71,64,90,67,70,58,96,73,57,69,60,91
Anita Durgan,55,66,83,84,90,87,88,95,84,86,87,84,65,64,62,99,84,60
Kyle Reichert,55,94,82,98,75,93,64,90,71,78,92,81,80,99,83,61,99,80
Joshuah Lubowitz,60,81,96,98,61,66,56,85,95,95,98,61,91,88,59,65,81,79
Judy Labadie,60,60,81,73,96,99,60,81,75,62,94,66,57,70,73,57,78,82
Carmine Prohaska,67,56,96,70,79,56,82,83,99,80,63,98,95,87,72,95,59,78
Hiram Rippin,72,90,84,58,65,87,90,84,76,91,55,73,58,57,80,97,56,78
Tyson Padberg,55,91,96,70,94,61,89,71,92,98,83,94,73,93,66,55,99,59
Anabelle Wuckert,96,86,85,78,63,63,61,89,100,67,84,66,71,85,66,71,91,58
Maxie Tromp,98,82,62,66,82,60,93,79,55,82,85,85,98,88,80,76,59,66
Mae Batz,99,83,62,57,66,76,98,71,70,87,94,96,83,86,78,93,95,73
Johnnie Crona,59,63,57,70,84,89,89,100,86,84,61,68,91,65,63,74,89,61
Mitchell Considine,59,89,61,75,78,98,59,85,88,72,84,55,83,83,83,77,88,69
Marion Kerluke,98,73,95,96,75,96,73,60,58,86,92,97,100,94,85,99,67,95
Kip Olson,94,87,87,72,73,74,55,69,68,98,70,73,69,62,81,67,80,64
Constance Cruickshank,100,57,91,64,87,62,100,87,99,80,69,67,82,59,74,73,62,68
Elmer O'Hara,56,86,66,66,82,98,65,100,66,58,82,75,77,85,94,69,56,92
Leopoldo Wuckert,93,63,81,55,83,98,58,71,59,86,100,56,63,72,96,91,64,83
Wallace Kreiger,94,58,100,71,84,57,78,88,62,66,60,97,69,58,73,64,79,64
Freida Hand,95,71,86,60,67,55,69,93,63,98,69,99,62,61,68,65,76,91
Leanna Klocko,69,63,55,66,98,90,72,74,55,77,61,96,62,70,63,76,80,93
Bernardo Homenick,74,76,70,66,99,86,75,59,88,84,84,59,70,55,67,74,96,64
Collin Block,59,95,67,62,86,73,75,100,78,86,68,87,96,58,91,86,81,90
Louisa Turner,64,55,90,93,94,95,85,93,55,91,57,75,90,62,61,59,66,72
Vivianne Langosh,85,59,68,96,68,81,61,61,97,61,93,98,96,72,82,55,66,86
Green Dicki,93,91,55,89,83,57,60,73,97,78,64,94,94,93,60,73,62,97
Noemie Spinka,84,97,97,60,92,65,84,56,58,91,84,91,80,75,60,98,65,61
Margie Tremblay,77,93,98,85,94,67,99,58,99,89,98,56,77,67,56,67,81,93
Roel Sawayn,96,69,64,92,56,79,87,75,77,87,78,68,80,95,68,82,78,73
Dereck Hermiston,77,59,75,99,92,88,83,80,58,80,75,81,60,72,72,84,85,82
Dayana Blick,58,94,66,61,79,84,58,61,78,88,73,90,96,73,74,66,87,95
Beth Fritsch,90,96,84,90,73,58,59,61,80,99,71,80,61,88,97,56,63,82
Jeanette Gerlach,57,99,68,62,86,87,67,73,85,63,97,85,73,77,87,62,92,67
Cleo Bergstrom,65,80,89,77,73,84,74,63,96,82,99,86,58,69,84,97,90,59
Anne Beahan,91,75,79,71,57,68,57,85,81,83,80,89,88,79,59,61,58,55
Mallory Bradtke,94,81,93,77,93,56,83,61,97,82,57,70,82,68,56,55,90,64
Boyd Schmitt,69,68,60,100,59,99,83,90,60,80,77,72,74,70,90,99,58,78
Joanie Tromp,84,82,99,80,58,89,80,94,88,96,70,57,57,93,64,84,95,92
Hellen Blick,76,58,58,79,56,81,86,97,83,62,85,82,81,65,64,87,89,58
Tyrell Carroll,99,92,62,62,63,67,77,95,90,97,100,62,87,85,58,78,58,93
Ardella White,66,62,94,91,80,56,81,62,86,81,87,99,97,91,77,65,84,90
Una Price,99,98,75,68,61,56,91,80,66,91,89,62,76,61,93,97,77,71
Ova Gerlach,100,99,89,92,60,65,95,83,70,78,92,76,60,64,55,93,60,89
Rowland Towne,100,66,56,55,63,86,60,87,58,77,83,88,81,91,76,69,82,91
Jarred Denesik,91,79,62,73,80,61,88,100,92,56,94,81,71,60,73,83,78,62
Phoebe Becker,70,80,75,58,78,71,89,85,63,89,55,72,77,59,55,93,85,73
Emily Hettinger,56,68,55,97,69,73,97,77,70,76,85,66,75,91,67,86,68,70
Seamus O'Hara,75,95,71,98,55,80,57,62,92,72,86,88,91,97,83,74,63,86
Danika Keeling,98,62,74,79,95,74,84,75,74,55,80,86,93,84,74,70,78,59
Georgianna Brown,73,100,97,61,94,72,63,83,75,95,55,69,86,72,59,61,83,86
Ettie Reilly,78,79,60,85,81,55,67,99,79,82,74,67,97,77,62,86,100,92
Nelson Nienow,96,74,79,88,73,93,96,99,76,74,66,98,95,85,94,95,76,62
Shanie Abbott,79,83,96,70,55,64,73,64,58,96,94,72,89,92,80,97,69,97
Gregg Schoen,75,74,64,62,57,83,60,91,99,99,77,80,58,72,100,92,98,69
Tad Collier,74,79,70,85,66,69,80,92,76,67,78,72,94,86,89,93,63,73
Julien Kuvalis,70,99,60,100,61,99,76,89,80,72,96,76,55,55,68,84,71,91
Trace Okuneva,99,65,55,75,77,56,90,73,70,99,74,55,55,98,75,72,100,73
Elissa Baumbach,57,83,67,71,98,90,60,93,90,87,56,96,82,67,55,64,82,97
Jamil Bosco,57,67,92,71,81,80,92,78,59,72,56,89,90,94,88,88,81,86
Korey Bartoletti,68,60,89,62,70,86,82,84,57,96,60,67,95,82,74,83,57,70
Dorcas Gerlach,67,97,75,93,57,79,71,60,86,90,84,70,56,96,74,65,93,74
Omari West,57,74,70,91,80,61,76,93,98,72,78,82,71,69,73,67,61,69
Kenna Veum,99,60,57,93,89,89,83,62,74,82,83,96,57,75,78,99,68,75
Myrtice Ebert,61,73,87,73,69,57,55,89,74,69,100,67,92,81,99,72,57,55
Abbigail Crist,63,75,70,78,80,73,75,65,75,62,81,96,88,91,69,59,56,55
Carol Ruecker,82,94,96,95,75,74,78,80,77,91,87,59,83,78,77,56,79,86
Dolly Kihn,96,83,57,62,92,93,95,94,90,92,79,63,58,99,99,67,98,62
Hulda Hayes,96,88,74,84,80,72,81,91,74,79,93,81,74,92,96,78,76,75
Adolphus Wilkinson,92,77,55,66,81,97,95,88,57,59,98,78,96,63,92,71,73,91
June Pfeffer,62,85,55,75,75,80,56,85,76,62,64,61,67,97,63,67,79,94
Leslie Schaefer,78,86,60,78,97,99,87,65,57,92,85,100,70,69,71,81,74,55
Bethel Legros,67,60,76,68,96,89,65,72,99,86,76,64,84,56,61,56,77,93
Irving Nolan,93,71,95,77,86,74,87,83,71,58,76,73,100,80,87,73,62,68
Brennan Jones,86,81,84,99,79,61,81,90,82,72,76,89,60,85,90,87,89,77
Fernando Larkin,92,57,90,73,95,82,71,83,82,71,75,81,81,74,92,65,81,58
Marcus Nikolaus,97,70,66,55,66,93,71,68,93,94,73,57,59,73,95,66,58,94
Kelton Langworth,84,69,64,56,99,89,90,86,88,81,89,84,100,63,66,97,58,71
Bonita Dickinson,65,65,90,75,63,63,70,56,57,66,80,68,84,60,76,76,85,81
Seamus Ondricka,69,55,64,80,93,86,83,100,82,77,61,82,97,76,83,79,97,75
Elijah Upton,93,62,75,76,86,98,61,95,73,94,74,74,92,70,77,64,88,82
Christop Hamill,67,58,69,99,99,84,77,100,70,68,55,64,83,86,97,69,92,79
Jamey Muller,65,61,65,69,58,60,88,73,70,56,93,79,66,58,87,93,79,90
Lottie Pfannerstill,96,61,81,92,65,56,71,91,98,59,57,93,56,97,91,66,73,82
Kameron Wintheiser,61,79,97,56,89,59,64,68,85,79,97,84,61,86,77,71,82,94
Leonora Powlowski,58,86,68,91,71,79,96,58,75,79,76,98,85,87,83,98,89,87
Selena Funk,64,79,90,64,86,68,65,63,78,91,80,56,79,68,61,77,66,95
Leann Haley,83,58,96,89,75,56,85,56,66,86,81,83,59,70,82,56,69,100
Mavis Gusikowski,73,68,74,55,100,56,65,58,86,100,66,95,66,92,84,58,70,58
Ernie Doyle,66,63,94,88,61,62,59,82,93,59,91,94,96,60,65,77,70,92
Dillan Tromp,86,96,61,97,60,77,91,70,81,75,60,93,64,63,98,69,95,61
